CLUE,ANS,POS
Plunge into liquid ,immerse,2
Canons and creeds ,tenets,4
Chose by poll ,elected,1
Fall due; accumulate ,accrue,2
Brazilian dance ,lambada,4
Divine messenger ,angel,1
Without beginning or end ,eternal,16
In foreign parts ,abroad,3
English county,staffordshire,5
Tourist attraction of Moscow,red square,1
Reptile with a bony shell ,turtle,1
Cattleman,rancher,1
Small skin spot ,freckle,2
"Inclination, propensity ",tendency,1
Chief Norse god ,odin,1
Capital of Japan,tokyo,1
Dismantle ,take apart,7
Hole in tooth ,cavity,1
Fossilised resin used in jewellery,amber,1
Male sex hormone,testosterone,1
V as a numeral ,five,5
Hairpiece ,toupee,2
Yellowish fossil resin ,amber,1
Having reading disorder ,dyslexic,1
Actor's part ,role,1
Unit of electric power,watt,1
