CLUE,ANS,POS,FOUND IN
New York borough and island in Bay ,staten,4,Staten Island
Subject to scrutiny ,examine,13,Examined skeptically (for potential negativity but still valid in many cases)
Make a mistake ,err,1,Error
Never wearying ,tireless,2,Tirelessness
Choose ,pick,16,Picky eater (can indirectly cause hunger issues over time)
Whole and complete ,entire,1,Entirety
"Stress, accentuation ",emphasis,10,Stressed out (with emphasis)
Great fear ,terror,12,Overwhelmed by terror
Seat of the high kings of Ireland ,tara,1,Tara (archaeological site considered a seat for ancient rulers)
Observed - famous,noted,13,Noted socialite
Carve in relief ,emboss,16,Embossed scene
High official in former Ottoman Empire ,vizier,1,Grand Vizier
It used to be Persia ,iran,1,Iranian
Relating to punishment ,penal,1,Penalize
"A dramatic or picturesque scene, may be still ",tableau,5,Stunning tableau
Kit ,equipment,11,Equipment case
Chastised ,punished,9,Punished gently (contextually)
Evacuation ,exodus,11,Exodus plan
Cereal used for making whiskey ,rye,3,Rye grain
Example or single occurrence of something ,instance,3,Unique instance
Ridge of sand ,dune,1,Dune crest
Unlit by solar light ,sunless,16,Sunless area (specific context may vary)
