CLUE,ANS,POS
In an astute manner ,shrewdly,1
Adult male ,man,1
Not present ,absent,1
A fencing sword ,epee,4
Woody tropical grass ,bamboo,5
Goodbye ,adieu,2
Microscopic organisms ,bacteria,1
Wave rider ,surfer,1
Newt-like amphibian ,salamander,1
Legitimate - deserved ,rightful,7
Absence of emotion or enthusiasm ,apathy,1
Slender tubes of pasta ,macaroni,5
"Harry ......, famous American escapologist ",houdini,1
Aroused; agitated ,stirred,15
Papal court ,curia,1
Mildly diverted or entertained ,amused,1
Gun called a hagbut ,arquebus,7
"Escapes, dodges",eludes,1
Entrust responsibility to an agent ,delegate,1
Grow mature like fruit ,ripen,1
Require ,need,5
