CLUE,ANS,POS,FOUND IN
Deferred payment ,credit,3,Credit terms
In a hurry ,pressed,7,Time-pressed
Run in drops ,trickle,14,Blood trickle (medical/veterinary context)
-- Minnelli ,liza,2,"Showstopper (5) - NINEL (A play on the word ""ninny,"" with Minnelli known for her show-stopping performances, although it is not a direct reference to Liza Minnelli herself.)"
Period (of work); incantation ,spell,2,"Charm (as in a spell, which is an incantation)"
Opposite of light,dark,1,Darkness
Speed ,rate,6,Accelerate
"Eg, spaghetti ",pasta,1,"""Orecchiette"" - A type of pasta from Italy, similar in shape to small ears or shells."
TE Lawrence's milieu?,arabia,1,Arabian Peninsula
The Psalmist ,david,3,Davidic psalmist (David is traditionally considered the author of many psalms)
Person dying for a cause,martyr,1,Martyrdom
