CLUE,ANS,POS
Drastic; outermost ,extreme,1
One who takes a pessimistic view of human goodness or sincerity ,cynic,1
Stemless straight-sided glass,tumbler,1
Handwriting studier ,graphologist,1
Poisonous ,toxic,2
Recesses ,niches,4
Be in debt to ,owe,1
Smelly through decay,fetid,1
Salver ,tray,2
Religious choral composition ,motet,6
Remedy for all ills ,panacea,1
Two-faced Roman god of doors (5) ,janus,1
Quartz with bands of colour ,onyx,4
Woodwind instrument ,oboe,3
"Retrieval, recovery ",reclamation,16
Scottish island ,skye,1
Bring under control; quieten ,subdue,1
Samurai ritual suicide ,hara-kiri,3
Sportsperson ,athlete,1
"South Pacific kingdom, capital Nuku'alofa ",tonga,1
Euphoric ,elated,1
Get away ,escape,1
Official routes of communication ,channels,1
National Park in Devon and Somerset ,exmoor,1
Buying from abroad ,importing,1
Fatalities,deaths,6
Tracks or barriers ,rails,1
Rich soup made from shellfish ,bisque,1
Brick barrier ,wall,1
Exaggerated masculinity ,machismo,1
Wind instrument ,flute,5
Solidify due to decrease in temperature,freeze,1
Lacking in caution,rash,6
Ban ,veto,6
Face covering ,mask,1
