CLUE,ANS,POS
Finagle ,wangle,6
A pause in the middle of a verse line ,caesura,1
Indistinct ,hazy,2
Daisylike flowers ,asters,6
Trustworthy or candid ,honest,1
Pompous fool or beast of burden ,ass,1
Strong feeling ,emotion,5
Graceful,poised,2
Mexican hat ,sombrero,1
Ways out ,exits,2
Disks as substitute for coins ,tokens,1
Jolliest ,merriest,1
Liquid part of blood ,plasma,1
Legendary sailor of Arabian Nights ,sinbad,1
Seeks advice from ,consults,1
Indicator on computer screen ,cursor,14
Difficulties to be resolved ,problems,9
One at a disadvantage ,underdog,8
Make merry ,revel,2
Of society or its organisation ,social,1
"Cautious, prudent ",circumspect,9
Honorary ,titular,8
