CLUE,ANS,POS,FOUND IN
One of five at the same birth,quin,5,"Triplets or quadruplets (depending on number, e.g., quintuplets for five)"
Insipid ,vapid,14,Vapid in taste
Feudal subject ,serf,4,Serfdom participant
Unhappy ,sad,11,Blue-hearted (slang for feeling sad)
Opportunity or luck ,chance,4,Chance-based
'I was elsewhere' plea ,alibi,1,Alibi: Providing proof that one was not at the location in question during the time an incident occurred.
Absorbent cloth ,towel,4,Paper towel
Capacity for rational thought ,reason,1,Logical reasoning
Footpath ,lane,10,Stroll lane
0.405 of a hectare ,acre,12,Forty-five percent of half an acre
Time without end ,infinity,20,Timeless infinity
Buried treasure ,trove,9,Subterranean treasure trove
Stab with a needle ,prick,7,Prickly encounter
Despotism ,tyranny,4,"Tyranny: An oppressive and cruel form of rule by an individual who has seized control, often associated with despotic behavior."
Dove's call ,coo,5,Peaceful cooing
"Friendly, generous, considerate ",kind,4,Kind-hearted
Of the 49th state ,alaskan,8,"Rivers of Opportunity, Minnesota (evoking the many waterways in Alaskan topography)"
"Peacock or red admiral, for example",butterfly,1,Both are butterfly species
