CLUE,ANS,POS
Bring a baby off mother's milk ,wean,1
The first man ,adam,1
Hang around ,loiter,1
Style; refinement ,elegance,1
Religious man ,monk,4
A stand in a market-place ,stall,1
Place of religious seclusion,cloister,13
Illegal ,illicit,2
Pressure or emphasis ,stress,10
"Functional, handy ",useful,1
Leading article ,editorial,1
Conceal ,hide,1
Boundary; maximum ,limit,2
Cutters ,knives,5
Baby frogs ,tadpoles,1
Modify ,alter,2
Knock down (building) ,demolish,1
Part of a billiard table,pocket,1
Nearer ,closer,1
Crustacean ,crab,1
