CLUE,ANS,POS,FOUND IN
With hand below the shoulder (of bowling or serving),underarm,12,Underarm serve (baseball) - A softly-hit pitch thrown below shoulder level using an underhanded motion.
Weaken (one) with hunger ,famish,3,Famished
Waterhole; healthy ,well,7,Wells
Underneath ,below,13,Subsidence (the sudden sinking of land due to below-ground factors like soil erosion or groundwater extraction)
Business transaction in timber ,deal,1,Lumber Deal
Draw ,tie,16,"Stippling - Creating shading, texture, and tone by adding small dots (points) with various densities on paper or other surfaces."
Singing Dame of WWII ,vera lynn,1,"Vera Lynn - British singer famous for her performances during World War II, particularly known as ""The Forces' Sweetheart."""
Allow ,let,17,Let alone (meaning not including)
Dessert ,pudding,3,"Pudding - A smooth, creamy, semi-solid dessert typically made from milk, sugar, flavorings, and starch."
World War I battlefield,ypres,9,Ypres Ridge
First woman ,eve,11,"Queen Elizabeth I - English monarch known as ""The Virgin Queen"" for never having married or given birth to children; she ruled England during the Tudor period and promoted learning, arts, and exploration."
Mistake ,error,1,Error - A mistake in action or judgment.
(Chemical used in production of) clear film,acetate,2,Cellulose Triacetate Film - A type of film primarily used in photography.
