CLUE,ANS,POS
Examination of vehicle's performance on highway ,road test,2
Blemish ,scar,2
Feeling loss ,mourning,5
Oceanic gull ,kittiwake,3
"Memento, keepsake ",souvenir,2
Plug for a cask's vent hole ,spigot,14
Not awake ,asleep,1
Butterfly/moth larva ,caterpillar,1
Christopher Robin's bear ,pooh,1
Head of corn ,ear,2
Of system of land-holding in Middle Ages ,feudal,1
"Warranty, pledge ",guarantee,1
Latin American ballroom dance ,paso doble,20
African language ,zulu,3
Reptile with shell,tortoise,2
Burial ground ,cemetery,1
Spud ,potato,1
Medieval steward ,seneschal,2
Made better in quality ,improved,1
Forced out of office ,ousted,1
Nevertheless ,after all,10
Abstaining from alcohol ,teetotal,1
Steer ship nearer the wind ,luff,13
Water-cask; object of derision ,butt,6
Fur trimming on royal robes ,ermine,1
Robin Hood's forest ,sherwood,1
