CLUE,ANS,POS,FOUND IN
Animal collection ,zoo,1,Zoological
"Barricade, railing ",barrier,9,Picket (used in barriers)
Deep rift,chasm,4,Great chasm
Seat; fish ,perch,9,Underwater perch
One or the other,either,1,Either/or scenario
"Musical performance, under a lady's window? ",serenade,1,Street serenade
"By this means, as result of this ",hereby,5,Thereby resulting in
-- Welles ,orson,1,Mercurial (in reference to Orson Welles' unpredictable nature in his roles)
Consume too much ,overeat,7,Overeating
Adhesive,glue,2,Glue-like consistency
