CLUE,ANS,POS
Examination of vehicle's performance on highway ,road test,1
Blemish ,scar,4
Feeling loss ,mourning,9
Oceanic gull ,kittiwake,13
"Memento, keepsake ",souvenir,11
"Smear, daub ",smudge,3
Celtic language,irish,2
Not awake ,asleep,1
Butterfly/moth larva ,caterpillar,1
Christopher Robin's bear ,pooh,2
Pain reliever ,analgesic,18
Head of corn ,ear,3
"Warranty, pledge ",guarantee,2
African language ,zulu,20
Reptile with shell,tortoise,2
Burial ground ,cemetery,1
Spud ,potato,1
Made better in quality ,improved,2
A change of explanation ,reinterpretation,14
Fur trimming on royal robes ,ermine,1
Stench ,reek,8
Robin Hood's forest ,sherwood,1
