CLUE,ANS,POS
Grossly overweight ,obese,1
"In music, below the correct pitch ",flat,1
Thick black product of the distillation of solid fuel ,coal tar,1
Ancient vehicle ,chariot,1
Pack away ,stow,3
Avoiding the company of others,antisocial,7
Golf ball support,tee,1
"Austere, serious ",severe,4
"Burning, corrosive ",caustic,3
Very hot and dry ,torrid,6
Ballroom dance,waltz,1
Cul-de-sac,dead end,1
Departed ,gone,1
Apparatus for heating,radiator,9
Region of NE France bordering on English channel ,normandy,1
"The ""single currency""",euro,1
Thieving intruder ,burglar,1
"Prediction, of weather perhaps ",forecast,1
Novel by Louisa May Alcott ,little women,1
Public speaker ,orator,1
