CLUE,ANS,POS,FOUND IN
Garden frame for climbers ,pergola,5,Pergola support
Primate with a long tail ,monkey,1,Spinous monkey
Fake,spurious,20,"Spurious (used for something that is false, not genuine)."
Soft,gentle,1,Gentle touch
Draw towards one ,attract,5,Attractive
Lavish meal ,banquet,2,Gourmet banquet
Happening every evening ,nightly,1,Nightly event
Crescent shaped lunar appearance ,new moon,7,New Moon (transitional to a fuller shape)
Louisiana cuisine ,creole,2,"Jambalaya: A rice-based Creole dish that incorporates Spanish flavors along with traditional Cajun elements such as sausages, tomatoes, onions, celery, bell peppers, garlic, and Andouille sausage or other spicy meats."
Chemical indicator ,litmus,9,Litmus test (specific chemical indicator)
"Assam, for instance ",tea,1,Tea-producing region: The state of Assam is renowned for its rich tea plantations that produce a significant amount of the world's highest quality black tea.
Person eating ,diner,15,Diner delighting in local cuisine
