CLUE,ANS,POS
Gas formed by vaporizing water at 100?C ,steam,2
One eighth of a mile,furlong,1
Powerful pre-1871 state of central Europe ,prussia,9
Pupil in a higher form ,senior,9
Boggy land ,swamp,5
Unmarried state entered in to by some clergy ,celibacy,1
Fortune-teller,palmist,14
Attractively old-fashioned ,quaint,12
The United States ,america,1
Over the .... - past life's prime ,hill,2
Bede's resting place ,durham,4
Boulevard,avenue,2
Jester ,joker,7
Aubergine ,eggplant,1
Recede ,ebb,5
To do with stars as realised ,sidereal,8
Nationality of citizens of Helsinki ,finnish,2
Waiting and ready ,all set,12
Scand. cured salmon ,gravlax,5
Hurry ,haste,16
Large livestock farm ,ranch,1
Terribly sad and distressing ,tragic,3
On the quiet,secretly,4
Not injured ,unhurt,1
Tongue ,language,1
Part of the New Testament ,gospels,1
Entrance round the corner of the house,side door,14
Farm store ,barn,2
Long pointed weapons ,spears,1
"Objectives, aims ",purposes,2
Mary Shelley's monster ,frankenstein,8
Minor argument,spat,3
