CLUE,ANS,POS,FOUND IN
Flowerless plants with feathery green leaves  ,ferns,1,"Ferns: These are non-flowering plants that reproduce via spores instead of seeds, characterized by their delicate, lacy fronds."
Rational motive ,reason,1,Logical reason
Modifier of a noun ,adjective,1,Adjective: Enormous elephant
Minute particle ,atom,7,Subatomic component
Sit Cyril down - he's a songwriter ,lyricist,2,Lyricist: someone who writes song lyrics
Embryo's outermost layer of cells ,ectoderm,4,Extraembryonic ectoderm
Boast ,brag,7,Vainly bragging
Monetary unit in S Africa ,rand,1,Rand (ZAR)
Nethermost,lowest,1,Lowest point
"Anne ---, married Shakespeare ",hathaway,10,Anne Hathaway (a common misconimation)
"'Preliminary test of how something works (5,3)' ",trial run,1,Initial trial run
Period of time,era,14,"Era (when referring to specific time periods, such as the Middle Ages or Renaissance)"
Embellish ,decorate,2,Decorated or enhanced by adding elaborate embellishments
Improbable ,unlikely,1,Extremely unlikely
Distance from the surface to the bottom ,depth,7,Deep-seated (metaphorically relating depth)
Acid-tasting salad leaf ,sorrel,5,Unripe sorrel
Birth control device ,contraceptive,1,Contraceptive ring
