CLUE,ANS,POS
Professional misconduct,malpractice,1
Responsibility or burden ,onus,17
Ancient two-handled jar ,amphora,1
One wearing clothing typical of the opposite sex ,cross-dresser,2
State of being held prisoner ,captivity,1
Stage whispers ,asides,1
Area of land feeding one river ,drainage basin,17
Brilliant - dazzling,scintillating,11
Waterhole; healthy ,well,3
Appraise ,assess,2
Underneath ,below,2
Nothingness ,nullity,20
Very black ,inky,2
Allow ,let,2
From birth to death ,lifetime,1
Appear to be ,seem,1
Group of things that belong together ,set,18
More ill ,sicker,1
Anticipate ,foresee,2
World War I battlefield,ypres,3
Idle wanderer ,vagabond,1
(Political) murder ,assassination,1
Small leaflet ,pamphlet,2
Groups or witches ,covens,1
Gesture expressing unconcern,shrug,1
First woman ,eve,1
Mistake ,error,1
Regret ,rue,3
Belgian city,antwerp,1
Sports or entertainment venue ,arena,1
Link to open valve in internal combustion engine ,pushrod,5
