CLUE,ANS,POS,FOUND IN
Locomotive ,engine,1,Train engine
Mythical story ,legend,19,Loch Ness Monster (often considered a lake monster with legendary status)
American (colloq.) ,yank,1,Yankee
Performance by one person ,solo,1,Solo act
"Escargots, to the French ",snails,1,Snails à la française
(Of a face) yellowish ,sallow,1,Sallow-faced
Founder of Methodism ,wesley,1,John Wesley
Protection from the rain ,umbrella,2,Umbrella-equipped
Cap ,lid,3,Lid-covered
Absolutely sure ,certain,1,Certainly
Spin-stabilised device ,gyro,2,Gyroscopically balanced
Showing forgiveness ,merciful,5,Merciful release
Zodiac sign - tumour ,cancer,2,"Melanoma (a type of skin cancer related to sun exposure; though not a zodiac sign, there's an indirect association)"
Wish ,hope,2,Hope for
Cancelled - played illegal card ,revoked,10,Revoked privilege
Wee ,tiny,5,Tiny amount
Pleasure boats ,yachts,2,Sailing yachts
Established religious ceremony ,rite,2,Sacred rite
