CLUE,ANS,POS
Starter ,beginner,1
"Seize, usually for ransom",kidnap,1
Retaliation ,revenge,1
Established lines of travel ,routes,1
Hale ,healthy,13
Wading bird ,avocet,12
Venetian waterman ,gondolier,1
Shape of new moon ,crescent,1
Baffle ,stump,5
Officers of the law accompanying VIP,police escort,10
Illegal importer ,smuggler,1
Joy,elation,3
"Secretion, deficiency of which results in diabetes",insulin,1
Draw near ,approach,1
Set of beliefs ,doctrine,5
Handsome young man of Greek mythology ,apollo,2
Pullover ,sweater,1
Turkish port ,istanbul,1
Dissuade ,deter,15
Repairing ,fixing,2
Male horse for breeding,stallion,1
