CLUE,ANS,POS,FOUND IN
Sudden emotional speech ,outburst,1,Impassioned outburst
Guardian - - ,angel,7,Guardian angel
Cuisine of southern North America ,tex-mex,5,Tex-Mex cuisine
First-footing time ,new year,1,New Year's Eve
"Grate, scratch ",scrape,13,Scrape away
Nobleman,baron,8,Baronet
Channel isle ,alderney,6,"Alderney (a small island in the English Channel, off the coast of Normandy)"
Reed I make into a duck ,eider,16,Eiderdown-like
Small acting role; item of jewellery ,cameo,1,Cameo (small acting role)
South Indian people or language ,tamil,1,Tamilian
No longer in existence,extinct,20,Extinct (in the context of something that used to exist but no longer does)
Increase by 100%,double,1,Doubled
Senior ,elder,1,Elderly
