CLUE,ANS,POS
Book published once a year ,annual,2
"Succeed, flourish ",prosper,4
Warming alcoholic drink with sugar and spices ,mulled wine,1
Mirror or similar object ,reflector,3
Current affairs ,news,2
Ease ,comfort,1
Unclean or indecent ,dirty,2
Highways ,roads,1
Taut or strained ,tense,4
Edible flatfish ,lemon sole,8
Selection of small dishes served in Greek or Turkish cuisine,meze,1
F Scott Fitzgerald wrote ''The Great .....'' ,gatsby,2
Hillock ,knoll,3
Military land force ,army,1
Horse-drawn vehicle ,carriage,2
Capable of being heard ,audible,1
Ought to ,should,2
Long narrow range of hills ,ridge,1
Acid - rancid,sour,1
Animal's lair ,den,1
