CLUE,ANS,POS,FOUND IN
Stamped addressed envelope (abbr.) ,sae,5,SAE - Special Addressed Envelope
Tall hunting dog,afghan,4,"Afghan Hound - Known for their long, flowing hair and considerable height when fully grown."
Small cake or bread roll ,bun,14,"Brioche - A rich, buttery French bread roll that's sweet-tasting; often used for making French pastries like buns or danishes."
Gun ,firearm,1,Firearm - A weapon designed to discharge bullets by rapidly releasing high-pressure gas.
Polish; glow ,shine,6,Shine (Translation - światło)
Miniature whirpools ,eddies,16,Tidal eddies (small-scale oceanic circular movements)
Take over by force,usurp,8,Usurpation
This job does not require all of the working week ,part-time,2,Part-time employee
Bath ,tub,8,Drainage - The flow of water out from a bathtub after use; also refers to the system that directs it away from the tub.
Uttered - bicycle wheel part ,spoke,1,Hub: The central part of a bicycle wheel where the spokes connect to form the rim.
