CLUE,ANS,POS,FOUND IN
Former currency of Portugal,escudo,1,It was replaced by the portuguese escudo (new escudo) in 1998.
Miniature tree ,bonsai,3,Bonsai tree
State of central US ,nebraska,8,NE - Nebraska
Of or to do with nerves ,neural,20,Neural-network-based
Card game - pontoon - couple,bridge,2,Bridge: Pontoon could also relate to a scoring term in the card game Bridge
"Bond, e.g. ",agent,2,Bonding agent (chemical)
Greek master of geometry ,euclid,1,"**Father of Geometry:** Euclid's monumental work, ""Elements,"" is considered one of the most important works in the development of geometry."
Attach(ment) ,annex,3,Annexation
Entrust with secret ,confide,1,Confide in trust
Viral disease causing paralysis ,polio,1,Poliomyelitis (Polio)
Sudden rush,surge,8,Unexpected surge
Visit casually ,drop in,20,Drop in unannounced
