CLUE,ANS,POS,FOUND IN
Cloak-and-dagger ,secret,1,Secretive
Christmas decoration ,tinsel,3,Tinsel strands
Those giving a party,hosts,1,Party hosts
Scurry -- iconic small car ,beetle,4,Volkswagen Beetle
Took a secret look ,peeked,8,Peeked surreptitiously
Extreme fear ,terror,8,Haunted by terror
Cut down on ,reduce,1,Reduce portion size
Water round a castle,moat,1,Moat-encircled
Weep ,cry,12,Prone to crying
Busy insects ,ants,3,Hive-minded ants
"Weill, Weber or Webber ",composer,10,"Music industry: Webber, referring to Andrew Lloyd Webber, famous composer and producer of musicals"
Bird (of peace?) ,dove,4,Quiet dove
Unhappy ,sad,8,Blue (slang for sad)
