CLUE,ANS,POS
Mathematical array ,matrix,2
Groups of people related by blood ,tribes,5
Charge with crime ,indict,2
Style of hat ,fedora,1
Evil-smelling animal of N America ,skunk,1
Money bag ,purse,1
Cold dish ,salad,1
Smuggled goods,contraband,1
Leniency and compassion towards offenders ,clemency,17
"Goal, aim ",objective,1
Barrier of stakes and timbers ,stockade,3
Not harsh or violent ,gentle,1
Made bigger ,enlarged,1
Vase with handles ,urn,1
Deciduous tree ,poplar,7
Garden pest ,aphid,1
Thread or tall tale ,yarn,2
Slaughterhouse ,abattoir,1
Draw in (with mouth) ,suck,1
Separating into parts ,dividing,2
A brief or casual look ,glance,1
Domestic cattle ,oxen,4
Harvests ,crops,2
Period of rule ,reign,1
Appointments ,dates,3
Charged particle,ion,5
