CLUE,ANS,POS
"Disclose, make known",reveal,1
Not often come across ,scarce,10
Causing death ,lethal,1
Cultivate ,nurture,1
Do away with ,abolish,6
Spooky ,eerie,4
Loud harsh cry as of parrot or chicken ,squawk,1
Secret political clique ,cabal,4
Sidewalk ,pavement,1
Prize ,trophy,2
Plant with edible stalks ,celery,3
Form of water ,steam,3
Extra-terrestrials ,aliens,1
Place or set apart ,isolate,1
Aubergine ,eggplant,1
Stone worker ,mason,1
Old Nick ,satan,3
Extent of something's outer part,surface area,15
"Leaders, bosses ",chiefs,3
