CLUE,ANS,POS
Gemstone ,sapphire,3
Latin American dance (requiring two?),tango,2
Unexplained ignition ,spontaneous combustion,2
Soft-hearted ,sentimental,13
"'Complicated, intricate (7)' ",complex,1
Ship's steering apparatus,helm,2
Annual west London event ,notting hill carnival,2
Type of washing machine,twin-tub,4
Hopeless endeavour,lost cause,12
Opportunity ,chance,1
Island state in the Indian Ocean,mauritius,1
Cat-like ,feline,1
Czech capital ,prague,1
Took the skin off ,peeled,3
"Oppressive, wearisome ",burdensome,1
Muslim religious jurist ,mufti,4
Short golf shot ,chip,2
Lift up ,elevate,1
Follower of Punjab religion ,sikh,1
Small fleet of vessels ,flotilla,6
One who takes control of plane by force ,hijacker,1
French policeman ,gendarme,3
Vanity,narcissism,17
Person with great sensitivity towards the arts and the beautiful ,aesthete,1
Greatly feared ,dreaded,3
Oust,eject,5
Of service or assistance ,helpful,1
Australian wilderness ,outback,1
Hawaiian garland ,lei,1
Cure provided via belief in god,faith healing,1
Sweet course ,dessert,1
Godlike ,divine,1
