CLUE,ANS,POS
Lewd ,salacious,5
Italian resort ,rimini,12
Child of first eight weeks in womb ,embryo,2
Humble ,lowly,6
Aristocratic ,noble,1
Slow tempo ,adagio,1
A wide-mouthed water jug ,ewer,2
Shape produced by curve that crosses itself ,loop,4
Booted out of office ,ousted,11
Small stem ,sprig,2
Cock ,rooster,1
Human beings ,people,3
Happen to,befall,18
Everlasting ,eternal,1
Distance north or south of the equator ,latitude,1
Consume ,eat,1
Megalithic monument ,cromlech,7
Thought ,idea,1
Sullen in a peevish way,petulant,10
"'Seasonal wind in southern Asia, brings heavy rains (7)' ",monsoon,1
