CLUE,ANS,POS
Norwegian city ,oslo,1
"Not liable to, perhaps disease ",immune,3
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
Driver's violent anger ,road rage,12
"Flip, coin or pancake say ",toss,1
"Annelid worm, used in medicine of old",leech,5
Slender ,thin,3
Birthplace of Jesus,bethlehem,1
A synthetic fabric ,nylon,2
Turkish dynasty or long cushioned seat ,ottoman,1
Police officer,inspector,11
"Length of time, or a full stop ",period,3
Measuring stick ,ruler,2
Get the better of by being more cunning ,outfox,5
All of one's assets -- 5-door car ,estate,11
"Pillager, plunderer ",raider,1
Attack by many parasites ,infestation,1
Men who are mighty in battle ,warriors,1
Light shoe,flip-flop,3
Abnormal body sac containing fluid ,cyst,1
