CLUE,ANS,POS
Arab ruler ,emir,4
Continental ,european,1
Formal written work dealing with a particular subject ,treatise,4
Affirmative ,yes,5
Card game with four players ,bridge,1
Mythical creatures that devour corpses ,ghouls,3
Greek god of wine and ecstasy ,dionysus,1
Inequitable ,unjust,1
Concurred ,agreed,1
Absence of logic ,irrationality,10
Fire-raising crime ,arson,1
Overwhelming fear ,panic,2
Dependent (on someone or something) ,reliant,8
The state of being alone ,solitude,1
Boiling water vapour,steam,1
Playwright ,dramatist,1
Generally liked ,popular,1
Affable ,genial,7
Acceptance ,approval,2
