CLUE,ANS,POS
Style popular in the 1920s and '30s ,art deco,6
Disastrous ,catastrophic,1
First Greek letter ,alpha,1
(Of duck) moving bill in water while feeding ,dabbling,1
Five-cent coin (US) ,nickel,1
Cheese,camembert,7
Word for word ,verbatim,1
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Science of speech sounds,phonetics,1
American region of religious fundamentalism ,bible belt,1
Pacific islands region ,oceania,4
Dispensary ,pharmacy,1
Clarified butter used in Indian cooking ,ghee,1
Gem weight unit,carat,1
