CLUE,ANS,POS
Muse of epic poetry ,calliope,1
Bowed string instrument ,viola,2
Fairness ,honesty,10
Dwellings ,homes,3
Walks with an arrogant manner,swaggers,3
Performance of music by a soloist ,recital,1
Polish composer of much piano music ,chopin,1
Nervous ,on edge,7
Varied much prized flower ,orchid,1
Film ,movie,1
Naive or not guilty ,innocent,1
"Wife of Henry VIII, d. 1537",jane seymour,3
Agreement ,accord,1
Juvenile,teenage,3
Raised narrow pathways for models to display clothes ,catwalks,2
Move downwards ,descend,2
Blizzard,snowstorm,6
