CLUE,ANS,POS
Flowerless plants with feathery green leaves  ,ferns,1
Serious ,grave,1
Notable ,famous,1
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Boundless ,unlimited,4
Next to ,beside,2
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Confined space for animals ,cage,2
"'Preliminary test of how something works (5,3)' ",trial run,3
Period of time,era,11
Perform without any preparation,wing it,20
Small pill or lozenge ,tablet,2
Ingenuous ,naive,1
Material for making inner walls,plasterboard,3
Distance from the surface to the bottom ,depth,1
Acid-tasting salad leaf ,sorrel,2
Frequented by a ghost ,haunted,1
