CLUE,ANS,POS
Use up,exhaust,5
Situation from which no progress can be made ,deadlock,3
Shade of brown ,sepia,20
Wriggle as in embarrassment ,squirm,1
Alehouse,tavern,1
"Small, wild US horse",mustang,1
Simple song or poem ,ballad,8
Throw ,fling,4
Stone pillar tapering towards a point ,obelisk,1
Foreign lodger doing housework,au pair,1
Raised platform ,dais,1
Tangible - of touch ,tactile,1
Scottish island,skye,2
Plunge ,dive,1
Smart or shrewd ,clever,5
Connection ,link,1
Stifle ,suffocate,5
Gobsmack,astonish,14
Artists ,painters,2
Parade ,march,2
