CLUE,ANS,POS,FOUND IN
Stretch of time ,period,2,Extended period
Rope for restraining animal (6) ,tether,3,Tethers
Celebrity,star,2,Starlet
"Cabbage, sprouts etc ",greens,2,"Growers of sprouts: People who cultivate microgreens like alfalfa, radish, peas, sunflower or mustard seedlings for various purposes including consumption."
Capital of Turkey ,ankara,4,"Additionally, numerous shopping centers, cultural festivals, museums, parks, and recreational areas contribute to the appeal of Ankara as an exciting destination for locals and tourists alike."
Italian wine ,chianti,2,Chianti - A renowned red wine from the Tuscany region in central Italy
Hatred of women ,misogyny,1,"Misogyny: Inherent dislike of, contempt for, or ingrained prejudice against women."
"Disdain, disrespect ",contempt,1,Contemptuous
Unique,one-off,17,One-off creation
Amphibian - a Ken Livingstone pet?,newt,4,"Newt (specifically newts, which are part of the family Salamandridae)"
Border ,hem,42,Guardian (acting legally for someone unable to represent themselves)
Blow air through (grain) to remove chaff ,winnow,1,Winnowing
Hard iron alloy ,steel,7,"High-Carbon Steels: A category of ferrous alloys characterized by a high carbon content ranging from 0.6% to 2%, which imparts increased hardness but lower ductility compared to other steel grades"
Dress for bed?,nightgown,3,"Nightgown: Traditional loose-fitting nightwear for women or girls, often sleeveless and reaching the knees or ankles."
