CLUE,ANS,POS
Motionless ,static,3
Musical speed ,tempo,1
Child of first eight weeks in womb ,embryo,2
Humble ,lowly,4
Aristocratic ,noble,1
A wide-mouthed water jug ,ewer,16
Lifted ,raised,1
"Nurse, nun or relation ",sister,1
Army unit ,regiment,5
"Bottles with stoppers, for serving wine or water ",decanters,1
Shape produced by curve that crosses itself ,loop,3
Booted out of office ,ousted,4
Warm and cosy ,snug,2
Cock ,rooster,1
Human beings ,people,4
Happen to,befall,2
Everlasting ,eternal,1
Over and above ,extra,1
Hold sacred ,enshrine,19
Distance north or south of the equator ,latitude,1
Consume ,eat,1
Game bird ,snipe,5
"Piece of crockery, maybe flying ",saucer,2
Primary blue colour in printing ,cyan,1
Sullen in a peevish way,petulant,1
