CLUE,ANS,POS
Showed amusement ,laughed,1
Stipulation,proviso,17
Plan of campaign ,strategy,1
Burrowing marsupial ,wombat,1
Cycling arena,velodrome,1
One has great sensitivity to beauty,aesthete,14
Frighten ,scare,1
Nocturnal bird ,owl,1
Rarely,seldom,2
Braids ,plaits,1
Edible crustacean ,shrimp,3
Madagascan primate ,lemur,1
Like US upper assembly members ,senatorial,12
Fit,healthy,5
Conceivable,possible,6
European language ,czech,12
Straight ,direct,7
A therapeutic hot spring ,spa,1
Company emblem ,logo,1
Contagious skin infection,scabies,2
Bank guarantee of payment ,letter of credit,1
"Dangers, risks ",perils,1
Alga ,seaweed,3
Make more attractive,enhance,1
