CLUE,ANS,POS,FOUND IN
Unit of electrical energy ,kilowatt-hour,1,Kilowatt-hour (kWh)
"Apply, employ ",use,14,Used capability
Flabbergast ,astound,1,Astounded
Car (US) ,auto,3,Automobile
Lie on surface of water,float,1,Floating
Alter ,amend,19,Amendable
Applaud ,cheer,6,Round of cheers
Two-hump camel ,bactrian,4,Wild Bactrian camel
Fasten; level game ,tie,9,Tie the match
Tail vertebrae ,coccyx,2,"Coccyx (in the context of tail vertebrae, though more commonly associated with the tailbone)"
Offend(ed),hurt,8,Hurt feelings
Simple arithmetic ,addition,1,Basic addition
Accessible to all ,public,6,Public domain
