CLUE,ANS,POS,FOUND IN
Large flat dish ,platter,3,Serving platter
City devastated in World War II ,coventry,3,Coventry Blitzed
Because -- from the time when ,since,12,"since the onset of globalization, disparities in food availability increased"
Bodkin ,needle,1,Needlepoint
Allow ,permit,10,Entry permitted
Average (but poor),mediocre,1,Mediocre quality
Catch fire ,ignite,8,Spontaneously ignited
Swift deer-like animal ,antelope,10,"Gazella cuazoni (a fast deer-like antelope native to Madagascar, though extinct now)"
Aromatic oil,patchouli,20,"Patchouli oil (has a heavy, earthy scent)"
Illuminated ,lit,1,Brightly lit
Elucidated,clarified,2,Clarified thoroughly
Wealthy businessman ,magnate,6,Magnate in finance
Constituent of quartz ,silica,4,Silica tetrahedron
Jewish salutation ,shalom,1,Shalom Aleichem
Alloy ,brass,2,Brass (a mixture of copper and zinc)
