CLUE,ANS,POS,FOUND IN
One of five at the same birth,quin,4,Identical quintuplets
"Blend, combine ",meld,8,Meld together
Opportunity or luck ,chance,4,Chance meeting
"Spanish dish of rice, meat and seafood",paella,2,Paella mixta
Capacity for rational thought ,reason,3,Reasoning ability
Footpath ,lane,8,Dirt lane
0.405 of a hectare ,acre,13,Hectarage unit less than half an acre
Take a case to a higher court for review ,appeal,1,Petitioner's Appeal
Buried treasure ,trove,7,Treasure trove
Stab with a needle ,prick,4,Pricking
Dove's call ,coo,1,Melodious cooing
"Friendly, generous, considerate ",kind,4,Kind-spirited
"Peacock or red admiral, for example",butterfly,2,Nymphalid butterfly: Red admiral in the context of taxonomy
Poison ,toxin,12,Ricin (a specific plant toxin)
