CLUE,ANS,POS
Grassy plains of Argentine ,pampas,1
Fashion - style ,mode,15
Deep gorge or ravine ,canyon,1
Swell ,balloon,1
Noise of an explosion ,bang,2
Tested or scrutinised ,examined,5
Map-line showing places with equal air pressure ,isobar,3
Way in ,entrance,3
Weak ,feeble,2
Lusterless or uninteresting ,dull,2
Bony outgrowths on the heads of some animals ,horns,2
Altruistic,selfless,9
Land once belonging to a nobleman,manor,1
3 ,three,1
Area of interest/activity ,realm,7
Earnest request ,plea,1
"Desire or liking, for power or food ",appetite,1
Story ,narrative,1
