CLUE,ANS,POS,FOUND IN
Pupil in a higher form ,senior,1,Senior student
Boggy land ,swamp,1,Swampy
Bede's resting place ,durham,1,"Cuthbert in Durham, England."
Aubergine ,eggplant,1,"As a noun, referring to the vegetable commonly known as an eggplant in American English and Brussels sprout in British English."
Nationality of citizens of Helsinki ,finnish,1,"Therefore, the citizens of Helsinki are Finnish by nationality."
Scand. cured salmon ,gravlax,3,Gravlax (a specific type of cured salmon)
Large livestock farm ,ranch,1,Cattle ranch
Entrance round the corner of the house,side door,20,"Alternative entrance to the house (e.g., a side door)"
Farm store ,barn,5,Barnyard Bureau
Mary Shelley's monster ,frankenstein,1,"The monster is often referred to as ""the creature,"" ""the monster,"" or ""Frankenstein's monster."" Here are 20 words related to Mary Shelley's monster:"
