CLUE,ANS,POS,FOUND IN
Stadium,arena,1,Athletic arena
Reproductive cells,ova,3,Ova (females)
Indicator on score of musical rhythm ,time signature,11,"Time signature (e.g., 4/4, indicating four beats per measure)"
"'Sadness, grief (6)' ",sorrow,1,Sorrowful
"Sir John --, Victorian illustrator (Alice) ",tenniel,16,Sir John Tenniel: Biography and work
Latent ability,potential,5,Inherent potential
Furtiveness ,stealth,1,Stealthy
Having put down roots,settled,2,Settled in place
Son or daughter ,child,18,Relative's child
Secured - buckled ,fastened,2,Fastened tightly
Pushing up the daisies ,dead,2,Dead to earth
Church bench ,pew,1,Pewside resting spot
Strong cord ,rope,18,Sturdy rope
