CLUE,ANS,POS
Degree document ,diploma,1
A thieving bird ,magpie,1
Young horse ,colt,2
Showy flower ,orchid,6
"Deadlock, stalemate",impasse,1
Leading performer,star,11
Teesside town ,middlesbrough,1
Group of states ruled by one ,empire,2
Outshine ,excel,8
Flock,herd,4
Night-flying insect ,moth,1
Fine earthenware ,porcelain,11
Place for steam treatment ,turkish bath,9
Put into hock ,pawn,3
"Detached, kept apart ",isolated,1
Claw ,talon,6
"Tall building of offices, flats ",tower block,2
