CLUE,ANS,POS,FOUND IN
Of a horse ,equine,5,Equine partner
Naked ,starkers,13,Starkers (informal)
Small container for seasoning or relish at table,cruet,7,Flavorings cruet
Go without food ,starve,5,Starve oneself
"Recount, relate ",recite,14,Recite from memory
Follower of Haile Selassie ,rasta,1,Rastafarian
Regular salary ,stipend,6,Monthly stipend
Hand over; plaster ,render,3,Surrender
Announce ,proclaim,1,Loudly proclaim
Period of history ,age,2,Middle Ages
Neigh ,whinny,6,Whinnying creature
Slop - command to huskies! ,mush,1,Mush!
Cut of meat from between rib and haunch ,loin,8,Sirloin
