CLUE,ANS,POS
Flowerless plants with feathery green leaves  ,ferns,1
Rational motive ,reason,3
Serious ,grave,2
Notable ,famous,1
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Anger ,ire,9
Minute particle ,atom,1
Boundless ,unlimited,1
Boast ,brag,1
Next to ,beside,2
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Confined space for animals ,cage,2
Nethermost,lowest,2
Lofty - thin (of air) ,rarefied,2
Germanic ,teutonic,12
"Anne ---, married Shakespeare ",hathaway,1
"'Preliminary test of how something works (5,3)' ",trial run,5
Period of time,era,1
Perform without any preparation,wing it,2
"Follow-up film, book etc",sequel,1
Small pill or lozenge ,tablet,1
Embellish ,decorate,1
Improbable ,unlikely,1
Sound loudly ,blare,8
Going out with ,dating,1
River at Bath ,avon,1
Ingenuous ,naive,9
Distance from the surface to the bottom ,depth,1
"Milton -, new town ",keynes,2
Acid-tasting salad leaf ,sorrel,7
