CLUE,ANS,POS
Get bigger ,grow,4
Object thrown in field sports ,discus,5
They decide outcomes of contests ,judges,1
Friendly ,sociable,7
Ought to ,should,1
Glass container in the laboratory ,test tube,3
Put on special clothes ,dress up,1
Wrecker ,saboteur,4
Walk heavily ,stomp,1
Funny little teasers,riddles,3
Food grain ,cereal,1
Aid to memory ,mnemonic,1
Accounts checker,auditor,1
Horned dinosaur ,triceratops,1
Egg membrane ,yolk sac,8
With much to do ,busy,1
Bigotry ,bias,5
The immaterial part of a person ,psyche,3
Intensely angry - dark bluish grey ,livid,9
South American pack animal ,llama,1
Polynesian garland ,lei,1
Not occupied ,vacant,1
