CLUE,ANS,POS
One who believes there is no god,atheist,1
Analgesic drug ,codeine,5
Bird kept for eggs and meat ,fowl,15
Monarch ,queen,1
"They're from Limassol, say ",cypriots,1
Stir (up public opinion?),agitate,1
"Sea-god, son of Poseidon ",triton,2
Shut ,closed,2
Rubbish dropped ,litter,1
Backpacking ,trekking,2
Person unknown ,stranger,1
Electricity point ,socket,2
Dance originating in Cuba ,rumba,6
Part of finger ,nail,10
Metal fixing pin ,rivet,7
Togetherness ,unity,1
"Juicy stone-fruit, orange-pink when ripe ",apricot,4
Reinstate ,restore,4
Cessation of hostilities to allow peace talks ,truce,1
Normal ,usual,7
