CLUE,ANS,POS,FOUND IN
Merchandise ,wares,7,Sellable wares
Legal summons ,writ,14,Written order by a judge
Gentle - bland,mild,1,Mild flavor
Fleshy part of the ear ,lobe,3,Earlobe
Stop doing something ,desist,12,Cease and desist (legal term)
Son of a sovereign ,prince,2,Crown prince or princess
"Laurel and Hardy, . . . . and Ollie ",stan,1,Stan and Oliver Woodward
Contended or debated ,argued,2,Argued over
Outlook or aspect ,prospect,5,Prospectus
Governing body of the Roman Catholic church ,curia,4,Roman Curia
