CLUE,ANS,POS
Magnetic force ,attraction,1
Chief Norse god ,odin,1
Capital of Japan,tokyo,1
Run quickly - little taste - hyphen,dash,2
Powerful portable radio and cassette player ,boombox,1
Dismantle ,take apart,6
Hole in tooth ,cavity,1
High official in former Ottoman Empire ,vizier,2
Fossilised resin used in jewellery,amber,1
V as a numeral ,five,1
Etch,inscribe,3
It used to be Persia ,iran,1
"A dramatic or picturesque scene, may be still ",tableau,14
Kit ,equipment,2
Evacuation ,exodus,7
Noah's Ark Mount ,ararat,1
Yellowish fossil resin ,amber,1
Actor's part ,role,1
Cereal used for making whiskey ,rye,4
Example or single occurrence of something ,instance,1
Ridge of sand ,dune,1
