CLUE,ANS,POS
"Japanese dish, often cooked at table",sukiyaki,11
Funfair ,carnival,1
Assist or encourage ,abet,2
Treeless Arctic region ,tundra,1
Sea-creature resembling tortoise ,turtle,1
Someone living off plunder,freebooter,10
Capable to be read ,legible,1
Tap (US) ,faucet,1
Customs and conventions ,mores,7
Temporary period of quiet ,lull,1
Rosemary perhaps ,herb,1
Indian city ,delhi,2
Immature insect ,larva,1
Seafarer ,mariner,2
Less wet,drier,1
He's the one owed the money ,creditor,3
Mad dog disease ,rabies,1
Liable to sulking,moody,1
Wooster's valet,jeeves,1
Skull ,cranium,1
