CLUE,ANS,POS,FOUND IN
Palladian mansion with gardens in Wiltshire ,stourhead,7,Stourhead's English Palladian mansion
Reveal ,disclose,1,Disclosed
"... dum and ...dee, characters in Through the Looking Glass",tweedle,2,Tweedledum - an imaginary counterpart to Tweedledee with similar characteristics as portrayed in Through the Looking Glass.
Won victory over ,defeated,2,Undefeated champion
Distance between rails ,gauge,1,Track gauge
Tributary ,feeder,10,Feeder stream
Pass through a filter ,strain,4,Fine mesh used for straining liquids or solids
"Of software, containing errors ",buggy,1,Buggy code
New and old parts of the Bible ,testament,1,Canonical versus Apocryphal books: These terms differentiate between scriptures considered officially part of the Christian Old Testament canon (canonical) from those deemed non-authoritative or apocryphal by various denominations.
Cross-legged yoga attitude,lotus position,1,Lotus position: A classic cross-legged posture often associated with meditation in various traditions.
Period when light ,daytime,11,"Afternoon (a time period during which the sun's position begins to descend, but it is still considered part of the daytime)"
Natural ability ,flair,18,Natural flair for music or art
Look; nobleman ,peer,7,Eminent peer
