CLUE,ANS,POS
Former currency of Portugal,escudo,1
Miniature tree ,bonsai,17
State of central US ,nebraska,9
"Way, course ",route,2
Japanese island ,okinawa,4
"Dirty, grimy ",grubby,7
"Henrik -, dramatist from fourteen down (Hedda Gabler) ",ibsen,1
Chic ,stylish,1
Card game - pontoon - couple,bridge,3
Smithy ,forge,2
Elastic item,rubber band,4
Proprietors ,owners,1
Female singing voice ,alto,3
Level or smooth ,even,2
Elongated fish ,eel,1
African country -- I am a bin (anag) ,namibia,1
Lazy ,idle,1
Greek master of geometry ,euclid,1
Old name for Spanish peninsula ,iberia,1
Entrust with secret ,confide,1
Vigour ,energy,1
Viral disease causing paralysis ,polio,1
Stifle ,smother,20
Sudden rush,surge,2
Sudden sharp decrease in quantity ,dip,4
