CLUE,ANS,POS
Eating disorder ,anorexia,1
Capital of France,paris,1
Uncomfortable with a situation ,ill-at-ease,15
Deep red ,crimson,1
Liquid ,water,1
Voltaire novel ,candide,1
Prayer-leader in a mosque ,imam,1
European river,elbe,3
Lover of fine eating ,epicure,2
Hobby; regular activity ,pastime,1
Continuing at full strength or intensity ,unabated,4
Slowly moving masses of ice ,glaciers,1
"Differ, take issue ",disagree,2
Pile ,heap,2
Piece of written matter ,document,1
Bitterness ,acrimony,2
Pig sound,oink,1
Imperial land measures,acres,8
Things ,objects,1
Make (someone) used to (something) ,accustom,11
Very ugly building ,eyesore,3
Medical practitioner ,doctor,41
Giraffe-like animal ,okapi,1
Indian dish ,samosa,12
Disease of birds ,psittacosis,2
Monks' hoods ,cowls,1
In a despicable manner ,shamefully,14
Large reptile,crocodile,1
Surgeon's knife ,scalpel,1
Pale and wan (6) ,pallid,2
Legal possessor ,owner,3
Terror ,panic,3
Rite ,ceremony,1
Festival ,gala,4
A noisy American snake ,rattler,1
House robber ,burglar,1
Very fancy or complicated ,elaborate,1
"Obstinate, bullheaded ",stubborn,1
Golf ball support ,tee,2
Outlaw,bandit,4
