CLUE,ANS,POS,FOUND IN
Times of darkness ,nights,12,Lunar nights (depending on context)
Thin porridge ,gruel,3,Watery gruel
Exploit; achievement ,feat,12,Fiscal utilization of feat
Vagrant ,hobo,4,Hobo (historically used)
Aim - striker's target,goal,1,Goalpost
Arab leader,sheikh,5,Sheikh (a title for a leader in the Arab world)
"Adages, saws ",proverbs,9,Pithy proverbs
Fishing-boat ,drifter,16,Herring drifter
"Author Hemmingway, and Oscar Wilde's hero ",ernest,1,"Santiago (from ""The Old Man and the Sea"" by Ernest Hemingway)"
Lymphatic tissue at the back of the mouth ,tonsil,1,Palatine tonsil
Printed characters ,type,7,Typeface
Astronomical angle -- ,azimuth,4,Azimuth (angular distance from north or south)
Turning machine ,lathe,2,Lathes
