CLUE,ANS,POS
Broke into sharp pieces ,smashed,4
Old collectable item,antique,1
Cold War term for the capitalist countries ,free world,1
Avoid ,shun,12
Tear ,rip,1
Tranquil ,calm,1
"Alone, apart, detached ",isolated,1
Cause of general outrage,scandal,4
"Stirs up, rouses ",excites,4
Sheepdog ,collie,1
Hazard ,peril,12
Evaded,dodged,5
Harm or injury ,damage,1
Avidly enthusiastic ,zealous,3
"Large, snail-like mollusc ",whelk,6
Require ,need,1
Traffic jam ,snarl-up,8
Someone not belonging to the nobility ,commoner,1
Joins together ,combines,3
Evasive ,shifty,3
