CLUE,ANS,POS
Academy award ,oscar,3
Moisture condensed at night ,dew,2
Tosca composer ,puccini,38
Man or beast ,animal,4
Shield from danger ,protect,4
Deep red spice,paprika,43
One who watches ,viewer,4
Unrest - upheaval ,turmoil,2
Remains of a prehistoric plant or animal ,fossil,2
Permissive,tolerant,5
Copier of (handwritten) documents,scribe,1
An old noisy car ,banger,12
Gathered in great quantity ,amassed,2
Lloyd Webber musical ,evita,3
Every year ,annually,2
Scottish estuaries,firths,2
Set on a particular musical note ,pitched,12
New England state ,maine,5
"American state, capital Juneau ",alaska,2
The Cape of Good - ,hope,3
