CLUE,ANS,POS,FOUND IN
Cylinder ,roll,16,Cylindrical roll cage (in automotive contexts)
Fee paid to secure services ,retainer,6,Retainer fee
Window slat ,louvre,5,Louvre slide
Cause to happen ,effect,16,Cause effect loop
Take a stand against ,oppose,18,Firmly oppose unethical practices
Tennis court feature ,net,5,Net post
Damage ,harm,3,Harmed
Interlaced link of hair strands ,braid,2,Braided
"Hurry, haste ",rush,1,Rush hour
Football's whistler ,ref,1,Referee
Bed of sedimentary rock,stratum,1,Sedimentary stratum
Sudden apprehension and fear ,alarm,5,Instantaneous alarm
Wrongly understand ,misinterpret,1,Misinterpreted information
Easy - without suffering ,painless,20,Painless procedure
