CLUE,ANS,POS,FOUND IN
Way out ,exit,3,Exit strategy
Burning fiercely ,flaming,5,Flamingly warm
Affable ,genial,8,Congenial
Regular customer; backer ,patron,1,Loyal patron
Legitimate ,rightful,15,Rightfully earned
"... the Terrible, 16th-century ruler of Russia ",ivan,3,"At this stage in life, Ivan displayed little interest in learning and had a difficult disposition, which earned him an unflattering nickname - ""the Wolf"" or ""Ivan the Wild."""
Vend ,sell,1,Sell or trade goods for money
Great ape of film ,king kong,15,"King Kong's gorilla (referring to the iconic great ape from the 1933 movie ""King Kong,"" though this is more of an allusion than direct name usage)"
Relating to citizens ,civic,8,Civic-minded people
"King (I of England, VI of Scotland)",james,1,James I
Clothes cupboard ,wardrobe,1,Wardrobe full
"Initially and formally, flying saucers ",ufos,2,UFOs (Unidentified Flying Objects)
