CLUE,ANS,POS
Eructate,burp,2
Island in Bristol channel ,lundy,3
A calling as to priesthood ,vocation,1
Pieces of turf dislodged by golf clubs ,divots,1
Maritime ,nautical,3
Coax (into) ,cajole,5
Younger or lower in rank ,junior,1
Influenced or touched by an external factor ,affected,1
In a chair ,seated,1
Flat and smooth ,even,2
Bring in to the country ,import,1
Early bedtime enforced by military ,curfew,1
Extreme deviation from the mean -- our tile (anag) ,outlier,10
Gulf state ,qatar,2
Throw (dice) ,roll,3
Illness ,malady,3
Prudent,careful,4
