CLUE,ANS,POS
Country once known as Abyssinia,ethiopia,1
Fastened; joined ,attached,4
Soil ,earth,2
"Showy, lurid ",garish,1
Big squash ,pumpkin,2
Poached item?,egg,1
See-through ,transparent,1
Hello and goodbye to the Italians ,ciao,1
Beer ,ale,2
Prickly plant,thistle,1
(In boxing) blows to the chin,uppercuts,4
Ex-smokers? ,quitters,1
Yellow part of an egg ,yolk,1
Awful ,dreadful,3
Cholesterol-reducing drug ,statin,1
"Quite sufficient, more than enough ",ample,2
"Hard, shiny coating as on teeth ",enamel,8
