CLUE,ANS,POS,FOUND IN
Welsh dog ,corgi,2,Herding dogs: Breeds such as the Border Collie or the Welsh Corgi have long histories of herding livestock on Welsh farms.
Three feet ,yard,4,One yardstick
Printer's medium ,ink,4,Inkjet-printed photographs
Secretly follow ,tail,8,Unnoticed tail
Tennis bat ,racquet,2,Racquets
Furthest inward ,inmost,1,Inmost recesses
Handcart that holds groceries etc while shopping,trolley,2,Shopping trolley
College administrator ,dean,6,Deans of various colleges within the institution
Hand tool,spanner,9,Spanner (alternative term for a wrench in some regions)
Reflecting glass ,mirror,1,Mirror-like surface
Young sheep ,lamb,1,Lamby
Overturn or unsettle ,upset,7,Upsetting
Financial gain ,income,6,Income growth
Honey producer ,bee,1,"Apiarist: An individual who tends bee colonies, typically in the context of honey production."
Brief decline from high standards ,lapse,7,Brief lapse
His wings melted when he flew too near the sun ,icarus,12,Icarus's fate in avian form
SOS! ,help,2,Emergency call for help
Covering of tree trunk,bark,1,Bark-encased
