CLUE,ANS,POS,FOUND IN
Kind of small trout - burn it black ,char,14,"Charred remains (the burnt remnants of a trout, with connotations of destruction and loss)"
Tolerate,bear,5,Bear with
Escape route ,egress,8,Emergency egress
"Wild, perhaps violent, type",maniac,16,Maniacal
Prolong ,protract,18,Protracted struggle
"Strength, vitality ",energy,2,Physical energy
Female peer ,lady,6,Lady friend
He's the one owed the money ,creditor,8,Unpaid creditor
Relating to vision ,optic,4,Optical
Sound of someone walking ,footfall,1,Footfalls
