CLUE,ANS,OUTPUT
"Thin strip, of venetian blind say ",s lat,"['Slat', 'Rail', 'Bane', 'Strip', 'Board', 'Batten', 'Ledge', 'Chord', 'Railing', 'Frame', 'Track', 'Band', 'Striping', 'Bar', 'Edge', 'Border', 'Trim', 'Banding', 'Edging', 'Facing']"
Police search operation ,manhunt,"['Raid', 'Sweep', 'Dragnet', 'Stakeout', 'Blitz', 'Search warrant', 'Wipeout', 'Hunt', 'Apprehension', 'Sniff-out', 'Dragnet operation', 'Reconnaissance', 'Comb', 'Round-up', 'Blitz search', 'Operation', 'Patrol', 'Sweep operation', 'Search and seizure', 'Surveillance']"
Give way or cave in ,collapse,"['Yield', 'Submit', 'Surrender', 'Relinquish', 'Capitulate', 'Concede', 'Retreat', 'Withdraw', 'Dissolve', 'Fade', 'Give in', 'Bow out', 'Reluctantly agree', 'Consent', 'Comply', 'Yield to pressure', 'Conform', 'Submit to authority', 'Acecede to demands', 'Bend to force']"
"Disparage, put down ",decry,"['Abase', 'Abuse', 'Attack', 'Censure', 'Criticize', 'Denigrate', 'Demote', 'Humiliate', 'Insult', 'Mock', 'Patronize', 'Scorn', 'Spoil', 'Stigmatize', 'Taunt', 'Trash-talk', 'Undermine', 'Verbalize', 'Wrech', 'Denounce']"
Thought moodily (about something) ,dwelt,"['Contemplated', 'Meditated', 'Brooded', 'Reflected', 'Considered', 'Pondered', 'Imagined', 'Imaginatively considered', 'Speculated', 'Wistful', 'Dreamy', 'Envisioned', 'Visionary', 'Imaginative', 'Dreamlike', 'Pensive', 'Introspective', 'Self-absorbed', 'Deeply reflective', 'Reflective']"
In clover with cloth fastener ,velcro,[]
Annoy - syringe ,needle,[]
"Saccharin, for example",sweetener,"['Aspartame', 'Cyclamate', 'Saccharin', 'Sucralose', 'Ne voltam', 'Simplesweet', 'SweetOne', 'Sugar Twin', 'Equal', ""Sweet 'N Low"", 'Splenda', 'SugarBoss', 'AllSweet', 'NuNaturals', 'PureVia', 'Stevia', 'Truvia', 'Monk Fruit Extract', 'Allulose', 'Xyitol']"
Viper ,adder,"['Cobra', 'Viper', 'Spitting cobra', 'Black mamba', 'King cobra', 'Gaboon viper', ""Russell's viper"", 'Copperhead', 'Rattlesnake', 'Water moccasin', 'Banded rock python', 'Green tree python', 'Corn snake', 'Hognose snake', 'Coral snake', 'Milk snake', 'Garter snake', 'Kingsnake', 'Pacific rattlesnake', 'Northern copperhead']"
From that place ,thence,"['emanates', 'originates', 'stems from', 'originates from', 'arises from', 'descends from', 'hails from', 'issues from', 'flows from', 'sprouts from', 'originates with', 'proceeds from', 'arises out of', 'comes from', 'derives from', 'stems from', 'originates in', 'flows from', 'originates as', 'comes into being from']"
A question of place?,where,"['Locale', 'Habitat', 'Residence', 'Place of abode', 'Dwelling', 'Location', 'Position', 'Station', 'Enclave', 'Habitat', 'Territory', 'Sphere', 'Range', 'Domain', 'Precinct', 'Precinct', 'Area', 'Region', 'Neighborhood', 'Home']"
Dance ,mazurka,"['Salsa', 'Tango', 'Waltz', 'Foxtrot', 'Tango', 'Quickstep', 'Samba', 'Flamenco', 'Viennese waltz', 'Cha-cha', 'Hustle', 'Swing', 'Blues', 'Salsa', 'Hip-hop', 'Contemporary', 'Ballroom', 'Flamenco', 'Irish jig', 'Salsa']"
Cosmetics ,make-up,"['Foundation', 'Mascara', 'Lipstick', 'Blush', 'Eyeshadow', 'Eyeliner', 'Lip gloss', 'Makeup remover', 'Brow powder', 'Makeup brush', 'Concealer', 'Powder foundation', 'Cream blush', 'Lip tint', 'Glow drops', 'BB cream', 'CC cream', 'Tinted moisturizer', 'Lip balm', 'Makeup palette']"
See 7,island,"['Vision', 'Sight', 'Awareness', 'Perception', 'Observation', 'Witness', 'Notice', 'Glance', 'Peep', 'Visionary', 'Observant', 'Sensitive', 'Acute', 'Keen', 'Clear', 'Distinctive', 'Recognizable', 'Insightful', 'Perceptive', 'Aware']"
Diminish ,detract,"['Abate', 'Decline', 'Decrease', 'Expire', 'Fizzle out', 'Lessen', 'Reduce', 'Soften', 'Subside', 'Thin out', 'Weaken', 'Deplete', 'Diminish', 'Erode', 'Flow away', 'Lapse', 'Wane', 'Abolish', 'Dissolve', 'Withdrawn']"
Ornamental candle holder ,sconce,"['Vase', 'Pitcher', 'Container', 'Censor', 'Candleholder', 'Bouchon', 'Argand', 'Bracket', 'Sleeve', 'Tray', 'Orb', 'Shade', 'Niche', 'Globe', 'Spire', 'Pillar', 'Lantern', 'Fixture', 'Embellishment', 'Ornament']"
"Waver, go this way and that ",fluctuate,"['Oscillate', 'Undulate', 'Sway', 'Flutter', 'Waver', 'Nod', 'Pitch', 'Wobble', 'Jiggle', 'Vibrate', 'Bounce', 'Pivot', 'Pendulate', 'Flutterby', 'Surge', 'Oscillate', 'Wave', 'Ripple', 'Chromatic', 'Dynamic']"
Military dining rooms ,messes,"['Mess hall', 'Canteen', 'Dining facility', 'Service cafeteria', 'Troop kitchen', 'Dining room', 'Eating area', 'Food court', 'Enlisted dining facility', ""Officer's mess"", 'Mess facility', 'Military eatery', 'Armed forces dining hall', 'Defense dining facility', 'Combat kitchen', 'Operational dining room', 'Unit dining area', 'Barracks dining hall', 'Field dining room', 'Mess hall complex']"
"Fatuous, vacuous ",inane,"['Airheaded', 'Brainless', 'Clueless', 'Dumbfounded', 'Empty-headed', 'Foolish', 'Idiotic', 'Inept', 'Incompetent', 'Oblivious', 'Senseless', 'Stupid', 'Unintelligent', 'Vacuous', 'Witless', 'Airy', 'Dazed', 'Ditsy', 'Silly', 'Trivial']"
Easily crumbled ,friable,"['Fragile', 'Delicate', 'Brittle', 'Gossamer', 'Powdery', 'Fragrant', 'Amorphous', 'Susceptible', 'Fragile glass', 'Delicate flower petals', 'Papery', 'Lace-like', 'Wispy', 'Fluffy', 'Thinly veiled', 'Soluble', 'Effervescent', 'Soluble powder', 'Dust-like', 'Powdery residue']"
In agreement ,onside,"['Accord', 'Consent', 'Agreement', 'Concurrence', 'Harmony', 'Reconciliation', 'Consensus', 'Synchronization', 'Mutual understanding', 'concurrence', 'Compatibility', 'Sympathy', 'Entunderstanding', 'Equivalence', 'Synchronization', 'Conciliation', 'Harmonization', 'Agreement principle', 'Mutual acceptance', 'Conformation']"
Clouded over ,sunless,"['Foggy', 'Hazy', 'Misty', 'Overcast', 'Shaded', 'Veiled', 'Dimmed', 'Obscured', 'Enveloped', 'Shrouded', 'Veiled', 'Dim-witted', 'Obscure', 'Concealed', 'Hidden', 'Concealment', 'Obscureness', 'Clouded', 'Fogbound', 'Hazy']"
Complete change of attitude from French ,volte-face,"['Abrupt', 'Radical', 'Dramatic', 'Profound', 'Revolutionary', 'Transformative', 'Paradigm shift', 'Metamorphosis', 'Antithesis', 'U-turn', 'Conversion', 'Transformation', 'Evolution', 'Metamorphosis of opinion', 'Swinging attitude', 'Complete overhaul', 'Paradigm change', 'Cultural shift', 'Intellectual awakening', 'Sentimental revolution']"
Suntanning ,bronzing,"['Bronze', 'Golden', 'Suntanned', 'Tan', 'Basked', 'Baked', 'Sun-kissed', 'Bronzed', 'Torsoed', 'Roasted', 'Polished', 'Glowed', 'Crimson', 'Rubbed', 'Charred', 'Burnt', 'Melted', 'Goldenized', 'Sunstruck', 'Sun-warmed']"
"Flop, turkey ",dud,"['Bomb', 'Blunder', 'Botch', 'Calamity', 'Fumble', 'Gaffe', 'Hash', 'Mishap', 'Misstep', 'Blunderbuss', 'Fiasco', 'Debacle', 'Fumble', 'Misfire', 'Stumble', 'Blunderer', 'Botchjob', 'Gaffemaster', 'Disaster', 'Debacle']"
Supply water to fields etc ,irrigate,"['Irrigation', 'Watering', 'Aquaing', 'Drip irrigation', 'Flood irrigation', 'Sprinkler irrigation', 'Rainwater harvesting', 'Water-logging', 'Desalination', 'Groundwater recharge', 'Water supply', 'Water distribution', 'Hydroponics', 'Dripline irrigation', 'Sprinkler system', 'Flood control', 'Drainage', 'Water conservation', 'Water efficiency', 'Aquafer']"
